time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources	inc_r_ag	inc_h_ag	inc_r_bg	inc_h_bg	w_r_ag	w_h_ag	w_r_bg	w_h_bg
16070400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16156800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16243200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16329600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16416000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16502400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16588800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16675200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16761600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16848000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
16934400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17020800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17107200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17193600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17280000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17366400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17452800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17539200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17625600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17712000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17798400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17884800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
17971200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18057600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18144000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18230400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18316800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18403200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18489600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18576000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18662400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18748800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18835200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
18921600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19008000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19094400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19180800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19267200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19353600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19440000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19526400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19612800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19699200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19785600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19872000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
19958400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20044800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20131200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20217600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20304000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20390400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20476800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20563200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20649600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20736000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20822400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20908800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
20995200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21081600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21168000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21254400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21340800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21427200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21513600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21600000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21686400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21772800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21859200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
21945600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22032000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22118400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22204800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22291200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22377600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22464000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22550400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22636800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22723200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22809600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22896000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
22982400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23068800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23155200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23241600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23328000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23414400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23500800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23587200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23673600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23760000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23846400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
23932800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24019200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24105600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24192000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24278400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24364800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24451200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24537600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24624000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24710400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24796800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24883200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
24969600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25056000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25142400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25228800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25315200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25401600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25488000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25574400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25660800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25747200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25833600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
25920000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26006400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26092800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26179200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26265600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26352000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26438400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26524800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26611200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26697600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26784000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26870400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
26956800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27043200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27129600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27216000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27302400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27388800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27475200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27561600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27648000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27734400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27820800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27907200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
27993600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28080000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28166400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28252800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28339200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28425600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28512000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28598400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28684800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28771200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28857600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
28944000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29030400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29116800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29203200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29289600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29376000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29462400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29548800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29635200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29721600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29808000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29894400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
29980800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30067200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30153600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30240000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30326400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30412800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30499200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30585600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30672000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30758400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30844800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
30931200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31017600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31104000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31190400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31276800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31363200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31449600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31536000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31622400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31708800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31795200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31881600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
31968000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32054400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32140800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32227200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32313600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32400000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32486400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32572800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32659200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32745600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32832000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
32918400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33004800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33091200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33177600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33264000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33350400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33436800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33523200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33609600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33696000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33782400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33868800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
33955200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34041600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34128000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
